L0	L1	L2	L3	L4
27.10.1869	10.1869	Q4 1869	1869	*
17.05.1930	05.1930	Q2 1930	1930	*
13.09.2010	09.2010	Q3 2010	2010	*
26.10.1905	10.1905	Q4 1905	1905	*
16.02.1916	02.1916	Q1 1916	1916	*
17.07.1976	07.1976	Q3 1976	1976	*
12.08.1918	08.1918	Q3 1918	1918	*
11.08.1981	08.1981	Q3 1981	1981	*
07.03.1967	03.1967	Q1 1967	1967	*
22.10.1894	10.1894	Q4 1894	1894	*
10.04.1965	04.1965	Q2 1965	1965	*
29.07.1941	07.1941	Q3 1941	1941	*
17.07.1860	07.1860	Q3 1860	1860	*
29.10.1985	10.1985	Q4 1985	1985	*
14.04.1929	04.1929	Q2 1929	1929	*
17.08.1993	08.1993	Q3 1993	1993	*
22.01.1862	01.1862	Q1 1862	1862	*
13.06.1930	06.1930	Q2 1930	1930	*
13.12.1872	12.1872	Q4 1872	1872	*
25.12.1909	12.1909	Q4 1909	1909	*
05.12.1989	12.1989	Q4 1989	1989	*
26.08.2013	08.2013	Q3 2013	2013	*
15.03.2007	03.2007	Q1 2007	2007	*
22.05.1868	05.1868	Q2 1868	1868	*
01.07.1865	07.1865	Q3 1865	1865	*
01.02.1942	02.1942	Q1 1942	1942	*
23.02.1903	02.1903	Q1 1903	1903	*
29.07.1890	07.1890	Q3 1890	1890	*
31.12.1988	12.1988	Q4 1988	1988	*
30.03.1905	03.1905	Q1 1905	1905	*
08.09.1996	09.1996	Q3 1996	1996	*
29.12.2001	12.2001	Q4 2001	2001	*
21.07.1894	07.1894	Q3 1894	1894	*
20.08.1881	08.1881	Q3 1881	1881	*
27.06.1962	06.1962	Q2 1962	1962	*
27.06.1974	06.1974	Q2 1974	1974	*
18.08.1865	08.1865	Q3 1865	1865	*
19.04.1855	04.1855	Q2 1855	1855	*
16.09.1938	09.1938	Q3 1938	1938	*
29.11.1873	11.1873	Q4 1873	1873	*
11.10.1991	10.1991	Q4 1991	1991	*
19.08.1898	08.1898	Q3 1898	1898	*
11.11.1907	11.1907	Q4 1907	1907	*
16.12.1970	12.1970	Q4 1970	1970	*
17.05.1880	05.1880	Q2 1880	1880	*
05.02.1932	02.1932	Q1 1932	1932	*
20.02.1883	02.1883	Q1 1883	1883	*
19.11.1903	11.1903	Q4 1903	1903	*
29.01.1905	01.1905	Q1 1905	1905	*
27.03.1918	03.1918	Q1 1918	1918	*
Q3 1856	Q3 1856	Q3 1856	1856	*
13.06.1861	06.1861	Q2 1861	1861	*
17.02.1900	02.1900	Q1 1900	1900	*
07.02.1877	02.1877	Q1 1877	1877	*
24.07.1899	07.1899	Q3 1899	1899	*
15.09.1860	09.1860	Q3 1860	1860	*
22.04.1907	04.1907	Q2 1907	1907	*
27.11.1905	11.1905	Q4 1905	1905	*
05.12.1929	12.1929	Q4 1929	1929	*
13.04.1856	04.1856	Q2 1856	1856	*
30.01.1966	01.1966	Q1 1966	1966	*
11.09.1989	09.1989	Q3 1989	1989	*
10.12.1859	12.1859	Q4 1859	1859	*
15.01.1898	01.1898	Q1 1898	1898	*
28.11.2009	11.2009	Q4 2009	2009	*
21.03.1852	03.1852	Q1 1852	1852	*
17.11.1918	11.1918	Q4 1918	1918	*
11.11.1942	11.1942	Q4 1942	1942	*
10.02.1911	02.1911	Q1 1911	1911	*
29.06.1969	06.1969	Q2 1969	1969	*
29.08.2016	08.2016	Q3 2016	2016	*
09.09.1866	09.1866	Q3 1866	1866	*
03.06.1983	06.1983	Q2 1983	1983	*
18.01.1913	01.1913	Q1 1913	1913	*
24.12.1949	12.1949	Q4 1949	1949	*
04.01.1942	01.1942	Q1 1942	1942	*
14.03.2013	03.2013	Q1 2013	2013	*
09.02.1975	02.1975	Q1 1975	1975	*
21.10.1858	10.1858	Q4 1858	1858	*
25.12.1899	12.1899	Q4 1899	1899	*
14.05.1902	05.1902	Q2 1902	1902	*
06.05.1916	05.1916	Q2 1916	1916	*
22.09.1958	09.1958	Q3 1958	1958	*
05.04.1992	04.1992	Q2 1992	1992	*
06.09.1876	09.1876	Q3 1876	1876	*
02.08.1907	08.1907	Q3 1907	1907	*
10.12.1866	12.1866	Q4 1866	1866	*
31.03.1904	03.1904	Q1 1904	1904	*
09.06.1918	06.1918	Q2 1918	1918	*
Q1 1876	Q1 1876	Q1 1876	1876	*
16.02.1954	02.1954	Q1 1954	1954	*
16.03.1867	03.1867	Q1 1867	1867	*
29.07.1883	07.1883	Q3 1883	1883	*
04.04.1911	04.1911	Q2 1911	1911	*
13.05.1926	05.1926	Q2 1926	1926	*
29.11.1935	11.1935	Q4 1935	1935	*
08.01.2021	01.2021	Q1 2021	2021	*
09.1986	09.1986	Q3 1986	1986	*
26.08.1886	08.1886	Q3 1886	1886	*
23.05.1969	05.1969	Q2 1969	1969	*
27.08.2009	08.2009	Q3 2009	2009	*
31.03.1947	03.1947	Q1 1947	1947	*
10.12.1986	12.1986	Q4 1986	1986	*
11.01.1903	01.1903	Q1 1903	1903	*
11.04.1850	04.1850	Q2 1850	1850	*
07.04.1994	04.1994	Q2 1994	1994	*
19.01.1862	01.1862	Q1 1862	1862	*
24.10.1952	10.1952	Q4 1952	1952	*
02.03.1942	03.1942	Q1 1942	1942	*
11.04.1877	04.1877	Q2 1877	1877	*
22.03.2017	03.2017	Q1 2017	2017	*
04.02.1854	02.1854	Q1 1854	1854	*
21.11.1918	11.1918	Q4 1918	1918	*
1899	1899	1899	1899	*
11.02.1972	02.1972	Q1 1972	1972	*
29.10.1999	10.1999	Q4 1999	1999	*
15.02.2021	02.2021	Q1 2021	2021	*
25.01.1986	01.1986	Q1 1986	1986	*
25.01.2002	01.2002	Q1 2002	2002	*
29.01.1911	01.1911	Q1 1911	1911	*
13.07.1866	07.1866	Q3 1866	1866	*
18.10.1938	10.1938	Q4 1938	1938	*
15.08.1862	08.1862	Q3 1862	1862	*
25.06.1906	06.1906	Q2 1906	1906	*
23.06.1938	06.1938	Q2 1938	1938	*
24.02.1907	02.1907	Q1 1907	1907	*
24.02.1985	02.1985	Q1 1985	1985	*
04.05.1917	05.1917	Q2 1917	1917	*
Q4 1923	Q4 1923	Q4 1923	1923	*
20.12.2002	12.2002	Q4 2002	2002	*
16.06.1961	06.1961	Q2 1961	1961	*
24.02.1910	02.1910	Q1 1910	1910	*
10.04.1907	04.1907	Q2 1907	1907	*
18.03.1981	03.1981	Q1 1981	1981	*
22.03.1921	03.1921	Q1 1921	1921	*
02.12.1948	12.1948	Q4 1948	1948	*
01.01.1920	01.1920	Q1 1920	1920	*
09.12.1856	12.1856	Q4 1856	1856	*
06.05.1917	05.1917	Q2 1917	1917	*
27.11.1968	11.1968	Q4 1968	1968	*
14.04.1901	04.1901	Q2 1901	1901	*
29.02.1864	02.1864	Q1 1864	1864	*
06.06.1863	06.1863	Q2 1863	1863	*
19.12.1867	12.1867	Q4 1867	1867	*
15.08.1927	08.1927	Q3 1927	1927	*
08.02.1869	02.1869	Q1 1869	1869	*
23.05.1942	05.1942	Q2 1942	1942	*
26.04.2011	04.2011	Q2 2011	2011	*
13.05.2016	05.2016	Q2 2016	2016	*
16.11.1878	11.1878	Q4 1878	1878	*
10.12.1996	12.1996	Q4 1996	1996	*
03.11.1880	11.1880	Q4 1880	1880	*
07.05.1911	05.1911	Q2 1911	1911	*
05.05.2016	05.2016	Q2 2016	2016	*
15.05.1878	05.1878	Q2 1878	1878	*
07.1935	07.1935	Q3 1935	1935	*
18.12.1932	12.1932	Q4 1932	1932	*
23.10.2021	10.2021	Q4 2021	2021	*
14.03.2009	03.2009	Q1 2009	2009	*
03.08.1879	08.1879	Q3 1879	1879	*
23.04.1956	04.1956	Q2 1956	1956	*
20.11.1879	11.1879	Q4 1879	1879	*
05.11.2002	11.2002	Q4 2002	2002	*
18.09.1946	09.1946	Q3 1946	1946	*
01.08.1894	08.1894	Q3 1894	1894	*
05.02.1966	02.1966	Q1 1966	1966	*
Q1 1945	Q1 1945	Q1 1945	1945	*
31.10.1914	10.1914	Q4 1914	1914	*
22.01.1945	01.1945	Q1 1945	1945	*
13.01.1988	01.1988	Q1 1988	1988	*
23.02.1943	02.1943	Q1 1943	1943	*
05.12.1865	12.1865	Q4 1865	1865	*
30.06.2002	06.2002	Q2 2002	2002	*
12.09.1943	09.1943	Q3 1943	1943	*
17.02.1950	02.1950	Q1 1950	1950	*
14.02.2012	02.2012	Q1 2012	2012	*
20.01.1954	01.1954	Q1 1954	1954	*
08.10.1903	10.1903	Q4 1903	1903	*
27.08.1932	08.1932	Q3 1932	1932	*
31.12.1965	12.1965	Q4 1965	1965	*
01.07.1972	07.1972	Q3 1972	1972	*
07.01.1983	01.1983	Q1 1983	1983	*
19.02.1901	02.1901	Q1 1901	1901	*
24.05.1962	05.1962	Q2 1962	1962	*
05.09.1917	09.1917	Q3 1917	1917	*
28.08.1867	08.1867	Q3 1867	1867	*
29.12.1901	12.1901	Q4 1901	1901	*
08.04.1915	04.1915	Q2 1915	1915	*
16.07.1997	07.1997	Q3 1997	1997	*
24.03.1997	03.1997	Q1 1997	1997	*
20.02.1915	02.1915	Q1 1915	1915	*
13.11.1945	11.1945	Q4 1945	1945	*
25.06.1908	06.1908	Q2 1908	1908	*
15.10.1972	10.1972	Q4 1972	1972	*
09.03.1973	03.1973	Q1 1973	1973	*
07.08.1883	08.1883	Q3 1883	1883	*
10.06.1961	06.1961	Q2 1961	1961	*
13.06.1927	06.1927	Q2 1927	1927	*
04.06.2019	06.2019	Q2 2019	2019	*
22.01.1884	01.1884	Q1 1884	1884	*
06.03.1974	03.1974	Q1 1974	1974	*
20.04.2012	04.2012	Q2 2012	2012	*
06.12.1883	12.1883	Q4 1883	1883	*
05.03.1941	03.1941	Q1 1941	1941	*
07.08.1880	08.1880	Q3 1880	1880	*
15.02.1890	02.1890	Q1 1890	1890	*
21.09.1907	09.1907	Q3 1907	1907	*
15.05.1922	05.1922	Q2 1922	1922	*
05.11.1970	11.1970	Q4 1970	1970	*
09.04.1932	04.1932	Q2 1932	1932	*
13.05.1890	05.1890	Q2 1890	1890	*
13.06.1986	06.1986	Q2 1986	1986	*
20.09.1898	09.1898	Q3 1898	1898	*
22.04.2021	04.2021	Q2 2021	2021	*
17.04.1878	04.1878	Q2 1878	1878	*
13.12.1905	12.1905	Q4 1905	1905	*
08.09.1995	09.1995	Q3 1995	1995	*
11.08.1948	08.1948	Q3 1948	1948	*
16.08.1906	08.1906	Q3 1906	1906	*
28.07.1994	07.1994	Q3 1994	1994	*
24.09.1885	09.1885	Q3 1885	1885	*
01.12.1975	12.1975	Q4 1975	1975	*
29.10.1892	10.1892	Q4 1892	1892	*
06.03.1982	03.1982	Q1 1982	1982	*
20.04.1920	04.1920	Q2 1920	1920	*
04.01.1878	01.1878	Q1 1878	1878	*
27.08.1854	08.1854	Q3 1854	1854	*
20.11.1948	11.1948	Q4 1948	1948	*
18.05.1868	05.1868	Q2 1868	1868	*
18.08.1922	08.1922	Q3 1922	1922	*
18.11.1950	11.1950	Q4 1950	1950	*
18.05.1956	05.1956	Q2 1956	1956	*
05.05.1969	05.1969	Q2 1969	1969	*
26.08.1979	08.1979	Q3 1979	1979	*
06.09.1957	09.1957	Q3 1957	1957	*
25.12.1974	12.1974	Q4 1974	1974	*
03.11.1850	11.1850	Q4 1850	1850	*
01.03.1982	03.1982	Q1 1982	1982	*
09.04.1878	04.1878	Q2 1878	1878	*
20.04.1856	04.1856	Q2 1856	1856	*
10.11.1928	11.1928	Q4 1928	1928	*
18.12.1875	12.1875	Q4 1875	1875	*
04.03.1988	03.1988	Q1 1988	1988	*
Q4 1875	Q4 1875	Q4 1875	1875	*
27.06.1995	06.1995	Q2 1995	1995	*
01.01.1890	01.1890	Q1 1890	1890	*
11.07.1929	07.1929	Q3 1929	1929	*
17.04.1955	04.1955	Q2 1955	1955	*
14.08.1990	08.1990	Q3 1990	1990	*
11.11.2002	11.2002	Q4 2002	2002	*
21.04.1904	04.1904	Q2 1904	1904	*
10.10.1977	10.1977	Q4 1977	1977	*
01.01.1862	01.1862	Q1 1862	1862	*
10.06.1917	06.1917	Q2 1917	1917	*
21.10.1938	10.1938	Q4 1938	1938	*
16.08.1943	08.1943	Q3 1943	1943	*
05.02.1888	02.1888	Q1 1888	1888	*
08.02.1917	02.1917	Q1 1917	1917	*
13.05.1894	05.1894	Q2 1894	1894	*
01.07.1854	07.1854	Q3 1854	1854	*
29.10.1909	10.1909	Q4 1909	1909	*
26.06.1985	06.1985	Q2 1985	1985	*
16.05.1890	05.1890	Q2 1890	1890	*
03.01.1901	01.1901	Q1 1901	1901	*
25.06.1918	06.1918	Q2 1918	1918	*
28.06.1941	06.1941	Q2 1941	1941	*
13.02.1936	02.1936	Q1 1936	1936	*
08.04.1988	04.1988	Q2 1988	1988	*
03.10.1885	10.1885	Q4 1885	1885	*
29.07.1898	07.1898	Q3 1898	1898	*
17.03.1912	03.1912	Q1 1912	1912	*
11.1969	11.1969	Q4 1969	1969	*
1976	1976	1976	1976	*
07.1912	07.1912	Q3 1912	1912	*
10.09.1863	09.1863	Q3 1863	1863	*
25.06.1961	06.1961	Q2 1961	1961	*
06.12.1875	12.1875	Q4 1875	1875	*
21.05.1988	05.1988	Q2 1988	1988	*
02.10.1891	10.1891	Q4 1891	1891	*
15.02.2012	02.2012	Q1 2012	2012	*
09.02.1955	02.1955	Q1 1955	1955	*
09.05.1975	05.1975	Q2 1975	1975	*
13.04.1921	04.1921	Q2 1921	1921	*
18.06.2014	06.2014	Q2 2014	2014	*
17.09.1911	09.1911	Q3 1911	1911	*
04.01.1859	01.1859	Q1 1859	1859	*
29.01.1954	01.1954	Q1 1954	1954	*
05.10.1889	10.1889	Q4 1889	1889	*
05.06.1975	06.1975	Q2 1975	1975	*
09.10.1994	10.1994	Q4 1994	1994	*
07.01.1889	01.1889	Q1 1889	1889	*
17.04.1970	04.1970	Q2 1970	1970	*
31.08.1878	08.1878	Q3 1878	1878	*
28.08.1935	08.1935	Q3 1935	1935	*
05.12.1923	12.1923	Q4 1923	1923	*
08.01.1940	01.1940	Q1 1940	1940	*
13.02.1913	02.1913	Q1 1913	1913	*
14.08.1855	08.1855	Q3 1855	1855	*
23.01.1886	01.1886	Q1 1886	1886	*
27.08.2002	08.2002	Q3 2002	2002	*
16.05.1975	05.1975	Q2 1975	1975	*
30.12.2004	12.2004	Q4 2004	2004	*
29.01.1919	01.1919	Q1 1919	1919	*
23.01.1998	01.1998	Q1 1998	1998	*
01.01.2002	01.2002	Q1 2002	2002	*
07.06.1938	06.1938	Q2 1938	1938	*
19.11.1964	11.1964	Q4 1964	1964	*
14.04.1986	04.1986	Q2 1986	1986	*
31.12.1857	12.1857	Q4 1857	1857	*
01.12.1885	12.1885	Q4 1885	1885	*
24.06.1910	06.1910	Q2 1910	1910	*
13.02.1919	02.1919	Q1 1919	1919	*
04.07.1941	07.1941	Q3 1941	1941	*
12.07.1950	07.1950	Q3 1950	1950	*
26.07.2001	07.2001	Q3 2001	2001	*
12.08.1906	08.1906	Q3 1906	1906	*
09.03.1941	03.1941	Q1 1941	1941	*
07.05.1926	05.1926	Q2 1926	1926	*
Q1 2006	Q1 2006	Q1 2006	2006	*
16.03.1967	03.1967	Q1 1967	1967	*
28.10.1962	10.1962	Q4 1962	1962	*
25.06.1933	06.1933	Q2 1933	1933	*
10.08.1943	08.1943	Q3 1943	1943	*
07.09.1992	09.1992	Q3 1992	1992	*
19.05.1884	05.1884	Q2 1884	1884	*
08.04.2012	04.2012	Q2 2012	2012	*
07.10.1986	10.1986	Q4 1986	1986	*
31.01.1942	01.1942	Q1 1942	1942	*
17.09.1863	09.1863	Q3 1863	1863	*
04.05.1955	05.1955	Q2 1955	1955	*
07.1871	07.1871	Q3 1871	1871	*
28.09.1997	09.1997	Q3 1997	1997	*
03.11.1946	11.1946	Q4 1946	1946	*
12.08.1979	08.1979	Q3 1979	1979	*
23.10.1877	10.1877	Q4 1877	1877	*
15.11.1928	11.1928	Q4 1928	1928	*
09.12.1973	12.1973	Q4 1973	1973	*
08.06.1929	06.1929	Q2 1929	1929	*
13.08.1941	08.1941	Q3 1941	1941	*
1872	1872	1872	1872	*
01.05.1850	05.1850	Q2 1850	1850	*
13.07.1900	07.1900	Q3 1900	1900	*
22.12.1948	12.1948	Q4 1948	1948	*
27.09.1970	09.1970	Q3 1970	1970	*
06.11.1902	11.1902	Q4 1902	1902	*
10.1869	10.1869	Q4 1869	1869	*
12.02.2002	02.2002	Q1 2002	2002	*
19.06.1903	06.1903	Q2 1903	1903	*
01.08.2012	08.2012	Q3 2012	2012	*
18.12.1997	12.1997	Q4 1997	1997	*
20.10.1965	10.1965	Q4 1965	1965	*
03.11.1882	11.1882	Q4 1882	1882	*
03.03.1899	03.1899	Q1 1899	1899	*
11.01.1954	01.1954	Q1 1954	1954	*
15.03.1965	03.1965	Q1 1965	1965	*
24.04.1857	04.1857	Q2 1857	1857	*
21.10.1872	10.1872	Q4 1872	1872	*
09.1908	09.1908	Q3 1908	1908	*
22.11.1935	11.1935	Q4 1935	1935	*
16.12.1881	12.1881	Q4 1881	1881	*
03.05.1975	05.1975	Q2 1975	1975	*
18.12.1896	12.1896	Q4 1896	1896	*
30.10.1925	10.1925	Q4 1925	1925	*
20.02.1943	02.1943	Q1 1943	1943	*
09.12.1963	12.1963	Q4 1963	1963	*
21.08.1884	08.1884	Q3 1884	1884	*
11.1919	11.1919	Q4 1919	1919	*
14.12.1911	12.1911	Q4 1911	1911	*
18.09.1899	09.1899	Q3 1899	1899	*
07.09.2002	09.2002	Q3 2002	2002	*
09.07.1998	07.1998	Q3 1998	1998	*
24.05.1877	05.1877	Q2 1877	1877	*
16.01.1917	01.1917	Q1 1917	1917	*
02.1925	02.1925	Q1 1925	1925	*
15.04.2004	04.2004	Q2 2004	2004	*
31.08.1857	08.1857	Q3 1857	1857	*
09.04.1933	04.1933	Q2 1933	1933	*
09.12.2004	12.2004	Q4 2004	2004	*
17.02.1954	02.1954	Q1 1954	1954	*
06.05.2003	05.2003	Q2 2003	2003	*
17.01.1957	01.1957	Q1 1957	1957	*
01.06.1985	06.1985	Q2 1985	1985	*
11.1999	11.1999	Q4 1999	1999	*
13.03.1922	03.1922	Q1 1922	1922	*
14.04.1852	04.1852	Q2 1852	1852	*
25.04.1984	04.1984	Q2 1984	1984	*
01.05.2021	05.2021	Q2 2021	2021	*
24.04.1895	04.1895	Q2 1895	1895	*
10.09.1980	09.1980	Q3 1980	1980	*
03.01.1962	01.1962	Q1 1962	1962	*
22.03.1944	03.1944	Q1 1944	1944	*
26.04.1893	04.1893	Q2 1893	1893	*
22.11.1911	11.1911	Q4 1911	1911	*
25.03.1944	03.1944	Q1 1944	1944	*
23.03.1865	03.1865	Q1 1865	1865	*
24.09.1861	09.1861	Q3 1861	1861	*
13.07.1857	07.1857	Q3 1857	1857	*
06.01.1869	01.1869	Q1 1869	1869	*
20.10.1952	10.1952	Q4 1952	1952	*
06.07.1953	07.1953	Q3 1953	1953	*
18.10.1970	10.1970	Q4 1970	1970	*
30.03.1867	03.1867	Q1 1867	1867	*
19.03.1863	03.1863	Q1 1863	1863	*
25.06.1970	06.1970	Q2 1970	1970	*
09.01.1945	01.1945	Q1 1945	1945	*
07.03.1888	03.1888	Q1 1888	1888	*
10.12.2012	12.2012	Q4 2012	2012	*
07.03.1870	03.1870	Q1 1870	1870	*
24.05.1879	05.1879	Q2 1879	1879	*
18.10.1964	10.1964	Q4 1964	1964	*
07.08.1854	08.1854	Q3 1854	1854	*
14.05.1999	05.1999	Q2 1999	1999	*
06.07.2013	07.2013	Q3 2013	2013	*
18.03.1932	03.1932	Q1 1932	1932	*
14.04.1894	04.1894	Q2 1894	1894	*
06.09.1910	09.1910	Q3 1910	1910	*
09.04.1875	04.1875	Q2 1875	1875	*
21.06.1961	06.1961	Q2 1961	1961	*
31.05.1970	05.1970	Q2 1970	1970	*
26.11.1883	11.1883	Q4 1883	1883	*
13.08.1898	08.1898	Q3 1898	1898	*
26.06.1915	06.1915	Q2 1915	1915	*
16.04.2004	04.2004	Q2 2004	2004	*
07.08.1885	08.1885	Q3 1885	1885	*
25.06.2011	06.2011	Q2 2011	2011	*
21.09.2000	09.2000	Q3 2000	2000	*
28.11.1960	11.1960	Q4 1960	1960	*
24.01.1991	01.1991	Q1 1991	1991	*
06.08.1988	08.1988	Q3 1988	1988	*
17.05.2017	05.2017	Q2 2017	2017	*
04.02.1851	02.1851	Q1 1851	1851	*
27.08.1860	08.1860	Q3 1860	1860	*
18.12.1977	12.1977	Q4 1977	1977	*
25.04.1876	04.1876	Q2 1876	1876	*
30.10.1930	10.1930	Q4 1930	1930	*
02.11.1883	11.1883	Q4 1883	1883	*
23.03.1961	03.1961	Q1 1961	1961	*
11.07.1998	07.1998	Q3 1998	1998	*
11.05.1937	05.1937	Q2 1937	1937	*
30.01.1986	01.1986	Q1 1986	1986	*
11.07.1859	07.1859	Q3 1859	1859	*
07.04.1916	04.1916	Q2 1916	1916	*
22.04.1878	04.1878	Q2 1878	1878	*
15.05.1925	05.1925	Q2 1925	1925	*
14.08.1945	08.1945	Q3 1945	1945	*
04.08.1958	08.1958	Q3 1958	1958	*
16.09.1904	09.1904	Q3 1904	1904	*
09.2005	09.2005	Q3 2005	2005	*
05.12.1990	12.1990	Q4 1990	1990	*
12.05.1866	05.1866	Q2 1866	1866	*
28.06.1868	06.1868	Q2 1868	1868	*
14.04.1870	04.1870	Q2 1870	1870	*
27.11.2008	11.2008	Q4 2008	2008	*
15.05.1865	05.1865	Q2 1865	1865	*
02.06.1856	06.1856	Q2 1856	1856	*
03.12.2017	12.2017	Q4 2017	2017	*
27.12.2009	12.2009	Q4 2009	2009	*
26.12.1926	12.1926	Q4 1926	1926	*
23.08.1986	08.1986	Q3 1986	1986	*
29.10.1850	10.1850	Q4 1850	1850	*
10.04.1969	04.1969	Q2 1969	1969	*
12.03.2001	03.2001	Q1 2001	2001	*
31.01.1950	01.1950	Q1 1950	1950	*
14.12.2004	12.2004	Q4 2004	2004	*
21.11.1874	11.1874	Q4 1874	1874	*
05.10.1922	10.1922	Q4 1922	1922	*
14.11.1972	11.1972	Q4 1972	1972	*
12.06.1931	06.1931	Q2 1931	1931	*
27.05.1968	05.1968	Q2 1968	1968	*
05.11.1972	11.1972	Q4 1972	1972	*
17.10.1879	10.1879	Q4 1879	1879	*
28.04.1894	04.1894	Q2 1894	1894	*
29.01.1867	01.1867	Q1 1867	1867	*
19.10.1888	10.1888	Q4 1888	1888	*
17.02.1938	02.1938	Q1 1938	1938	*
03.10.1964	10.1964	Q4 1964	1964	*
28.09.1978	09.1978	Q3 1978	1978	*
02.09.1994	09.1994	Q3 1994	1994	*
05.09.1887	09.1887	Q3 1887	1887	*
30.08.1923	08.1923	Q3 1923	1923	*
26.02.1937	02.1937	Q1 1937	1937	*
20.10.1925	10.1925	Q4 1925	1925	*
12.09.2017	09.2017	Q3 2017	2017	*
09.12.1956	12.1956	Q4 1956	1956	*
17.10.1851	10.1851	Q4 1851	1851	*
02.01.1877	01.1877	Q1 1877	1877	*
13.06.1921	06.1921	Q2 1921	1921	*
04.02.1923	02.1923	Q1 1923	1923	*
06.01.1981	01.1981	Q1 1981	1981	*
23.02.2007	02.2007	Q1 2007	2007	*
26.07.1989	07.1989	Q3 1989	1989	*
25.08.2014	08.2014	Q3 2014	2014	*
28.01.1997	01.1997	Q1 1997	1997	*
23.07.1944	07.1944	Q3 1944	1944	*
12.03.1878	03.1878	Q1 1878	1878	*
22.10.1885	10.1885	Q4 1885	1885	*
20.05.1915	05.1915	Q2 1915	1915	*
02.05.1957	05.1957	Q2 1957	1957	*
24.11.1852	11.1852	Q4 1852	1852	*
07.05.2002	05.2002	Q2 2002	2002	*
06.06.1933	06.1933	Q2 1933	1933	*
16.04.1969	04.1969	Q2 1969	1969	*
13.10.1986	10.1986	Q4 1986	1986	*
02.05.1990	05.1990	Q2 1990	1990	*
19.09.1994	09.1994	Q3 1994	1994	*
24.10.1942	10.1942	Q4 1942	1942	*
20.09.1993	09.1993	Q3 1993	1993	*
19.01.1947	01.1947	Q1 1947	1947	*
21.06.1921	06.1921	Q2 1921	1921	*
06.11.1920	11.1920	Q4 1920	1920	*
22.01.1972	01.1972	Q1 1972	1972	*
15.02.1870	02.1870	Q1 1870	1870	*
19.03.1951	03.1951	Q1 1951	1951	*
30.11.1895	11.1895	Q4 1895	1895	*
28.07.1893	07.1893	Q3 1893	1893	*
08.12.1993	12.1993	Q4 1993	1993	*
28.11.2000	11.2000	Q4 2000	2000	*
09.08.1908	08.1908	Q3 1908	1908	*
01.1915	01.1915	Q1 1915	1915	*
07.01.1890	01.1890	Q1 1890	1890	*
19.05.1855	05.1855	Q2 1855	1855	*
02.01.1895	01.1895	Q1 1895	1895	*
22.11.1902	11.1902	Q4 1902	1902	*
22.07.1988	07.1988	Q3 1988	1988	*
01.05.1997	05.1997	Q2 1997	1997	*
07.1950	07.1950	Q3 1950	1950	*
07.11.1980	11.1980	Q4 1980	1980	*
06.03.1884	03.1884	Q1 1884	1884	*
06.07.1890	07.1890	Q3 1890	1890	*
28.09.1967	09.1967	Q3 1967	1967	*
07.05.1990	05.1990	Q2 1990	1990	*
04.05.1950	05.1950	Q2 1950	1950	*
24.12.1935	12.1935	Q4 1935	1935	*
09.05.1867	05.1867	Q2 1867	1867	*
25.02.1938	02.1938	Q1 1938	1938	*
13.07.1851	07.1851	Q3 1851	1851	*
12.11.1878	11.1878	Q4 1878	1878	*
15.04.1925	04.1925	Q2 1925	1925	*
11.02.1856	02.1856	Q1 1856	1856	*
10.05.1863	05.1863	Q2 1863	1863	*
15.03.1990	03.1990	Q1 1990	1990	*
13.04.1954	04.1954	Q2 1954	1954	*
05.09.1957	09.1957	Q3 1957	1957	*
25.10.1952	10.1952	Q4 1952	1952	*
29.10.1919	10.1919	Q4 1919	1919	*
25.06.1973	06.1973	Q2 1973	1973	*
24.08.1996	08.1996	Q3 1996	1996	*
07.03.1902	03.1902	Q1 1902	1902	*
22.07.2019	07.2019	Q3 2019	2019	*
06.10.1869	10.1869	Q4 1869	1869	*
22.05.1882	05.1882	Q2 1882	1882	*
28.03.1897	03.1897	Q1 1897	1897	*
27.01.1931	01.1931	Q1 1931	1931	*
26.07.2018	07.2018	Q3 2018	2018	*
22.06.1853	06.1853	Q2 1853	1853	*
22.05.1976	05.1976	Q2 1976	1976	*
17.06.1871	06.1871	Q2 1871	1871	*
23.02.1996	02.1996	Q1 1996	1996	*
24.12.1853	12.1853	Q4 1853	1853	*
05.12.2006	12.2006	Q4 2006	2006	*
17.12.1905	12.1905	Q4 1905	1905	*
15.02.1981	02.1981	Q1 1981	1981	*
31.03.1907	03.1907	Q1 1907	1907	*
22.01.1937	01.1937	Q1 1937	1937	*
02.05.1952	05.1952	Q2 1952	1952	*
10.1983	10.1983	Q4 1983	1983	*
09.08.2020	08.2020	Q3 2020	2020	*
05.05.1941	05.1941	Q2 1941	1941	*
11.06.1860	06.1860	Q2 1860	1860	*
18.11.1888	11.1888	Q4 1888	1888	*
26.02.1982	02.1982	Q1 1982	1982	*
03.12.2018	12.2018	Q4 2018	2018	*
13.10.1904	10.1904	Q4 1904	1904	*
21.08.1968	08.1968	Q3 1968	1968	*
22.07.1978	07.1978	Q3 1978	1978	*
09.12.1977	12.1977	Q4 1977	1977	*
11.12.1936	12.1936	Q4 1936	1936	*
03.08.1850	08.1850	Q3 1850	1850	*
24.03.1992	03.1992	Q1 1992	1992	*
02.08.1966	08.1966	Q3 1966	1966	*
21.03.1917	03.1917	Q1 1917	1917	*
22.05.1928	05.1928	Q2 1928	1928	*
28.04.1891	04.1891	Q2 1891	1891	*
14.10.1955	10.1955	Q4 1955	1955	*
